x1,x2,x3,y
3,37,6,-2.87
33,43,40,216.91
34,7,23,181.55
18,15,28,144.06
11,38,25,121.39
36,24,4,78.15
16,5,1,35.11
23,42,30,146.69
29,39,48,268.32
10,42,45,210.08
40,49,2,50.24
13,21,21,129.48
49,32,44,275.32
47,13,5,109.15
10,26,11,53.30
40,43,18,117.01
19,16,49,274.80
31,40,23,147.30
9,1,36,205.90
33,26,12,98.36
21,7,9,92.72
22,16,30,178.10
7,17,20,106.23
13,5,28,166.12
9,9,35,180.46
13,38,28,125.47
25,31,3,32.98
36,34,1,42.34
42,28,13,144.11
11,6,26,145.94
6,23,45,209.69
45,32,37,248.27
2,9,40,203.25
47,21,37,248.73
41,2,44,287.00
34,35,11,73.39
19,1,9,73.98
8,43,42,170.70
34,44,30,179.75
47,7,15,150.76
43,25,26,201.08
38,29,6,60.40
19,8,13,92.93
37,9,28,223.06
49,40,36,244.73
19,15,14,79.12
29,48,45,236.51
31,15,20,142.94
25,36,49,247.50
45,48,14,118.25
49,28,49,310.29
42,1,31,239.06
40,26,43,279.65
25,47,17,92.63
18,7,13,90.96
17,27,26,120.23
37,5,36,231.03
1,7,14,56.72
11,17,29,153.66
22,40,45,227.40
3,7,35,149.01
6,3,37,194.01
27,2,31,204.91
34,35,3,43.27
13,15,13,70.32
16,25,48,250.07
46,41,15,123.47
37,16,38,253.78
22,4,24,154.83
24,31,27,143.17
23,41,3,22.08
3,27,34,156.39
17,37,6,28.94
36,10,39,269.57
21,16,7,68.22
11,22,22,93.52
33,25,20,152.37
34,11,11,114.29
16,15,16,82.55
6,29,20,83.20
48,25,28,222.28
43,28,1,52.41
43,24,9,116.65
9,9,43,232.43
47,9,7,114.34
22,10,10,82.68
10,36,26,116.14
18,8,13,104.14
40,24,22,170.79
28,11,19,129.31
1,17,15,52.07
39,33,46,300.98
24,6,42,263.18
19,47,14,69.05
22,47,33,175.01
35,24,41,253.35
17,31,33,174.85
30,30,2,28.60
42,20,20,168.08
18,43,48,247.93
44,4,22,174.03
10,31,8,38.03
45,44,36,217.63
48,28,31,213.92
31,46,9,61.84
2,29,5,0.68
23,39,21,112.93
19,36,9,56.84
9,8,8,43.90
1,19,40,182.28
42,6,28,213.50
5,21,11,58.40
8,30,16,72.74
6,45,48,190.33
28,18,2,61.97
30,1,3,70.60
46,2,38,287.97
48,1,1,114.40
3,32,28,110.34
38,35,45,265.17
18,6,23,152.87
3,37,38,163.60
31,28,3,44.19
27,26,34,206.46
28,34,23,146.72
3,10,47,216.67
33,30,45,261.95
14,48,31,141.39
15,20,27,137.68
23,5,9,89.77
27,38,49,267.08
22,15,33,208.61
29,47,18,87.12
17,40,32,149.89
32,36,24,143.80
27,15,43,272.06
28,15,25,169.78
34,2,26,193.31
43,1,1,67.50
49,4,14,165.84
33,25,30,192.28
27,25,11,89.24
45,28,5,94.29
43,42,28,184.83
4,37,47,197.40
11,28,38,177.14
27,29,8,43.97
13,16,34,167.71
30,36,14,103.50
47,5,36,278.48
6,11,22,106.86
23,49,27,126.69
19,25,22,121.62
47,12,11,144.66
12,24,21,87.89
24,19,48,267.09
42,9,2,71.91
48,17,47,308.41
48,24,23,193.66
17,13,35,207.47
17,9,33,174.53
47,31,47,310.84
10,41,4,10.30
16,15,46,241.39
29,14,26,162.30
49,27,12,146.93
44,6,43,284.82
20,41,44,215.58
33,16,8,74.08
44,6,13,152.24
45,36,46,292.79
45,26,31,216.51
36,33,37,220.75
47,27,19,172.55
14,48,10,15.87
15,7,22,135.04
20,47,40,181.04
23,30,45,238.41
45,14,3,95.82
38,48,46,247.68
19,11,39,239.10
13,22,45,231.51
44,28,18,132.99
34,27,48,277.89
11,19,14,61.78
10,8,3,27.32
30,46,13,102.78
37,4,5,81.58
42,20,29,188.99
27,10,11,103.61
45,2,45,303.11
49,44,20,158.75
15,45,6,36.56
23,7,14,102.56
3,12,7,24.12
15,18,5,56.22
8,20,41,204.85
30,30,25,133.86
28,19,24,178.26
20,6,39,220.48
27,39,2,12.90
40,21,2,63.40
6,34,19,63.26
39,36,3,63.47
3,42,9,23.54
14,45,49,229.84
20,37,39,206.46
49,24,34,257.64
17,20,49,261.42
16,42,38,162.57
47,35,24,182.55
9,28,4,17.38
32,12,32,206.91
36,36,47,243.90
21,19,11,81.81
22,21,20,127.59
28,22,48,279.34
8,26,49,237.14
39,19,35,239.49
39,46,12,93.78
10,47,12,35.86
18,48,39,194.63
21,4,4,53.63
18,17,21,115.39
42,43,46,288.25
25,15,10,96.82
9,21,42,219.65
46,1,30,231.89
11,28,32,155.29
20,41,19,83.93
32,36,11,79.19
10,2,26,155.02
21,25,19,91.61
34,39,10,97.54
45,38,27,186.41
47,22,4,72.33
35,14,1,56.52
36,10,19,164.94
28,23,6,56.22
10,34,34,168.83
32,15,16,119.31
39,49,15,96.80
29,13,23,157.48
40,9,11,119.87
33,10,13,114.54
23,7,5,54.46
21,41,6,31.25
12,21,10,55.18
21,17,10,80.10
24,37,41,230.97
27,40,31,154.84
44,1,21,182.43
28,25,29,171.76
42,12,44,284.86
12,39,22,96.05
45,24,8,110.31
34,27,37,220.44
7,27,46,209.90
7,45,8,13.95
20,28,4,42.31
33,35,25,157.05
11,24,6,22.70
20,18,25,169.06
23,8,7,68.06
16,27,12,59.54
3,13,1,-20.70
12,18,35,169.08
11,31,43,223.25
14,12,39,202.48
44,20,46,286.75
34,11,24,190.89
25,5,33,193.73
12,3,3,32.84
20,35,36,181.00
34,19,30,195.58
45,40,4,83.35
40,23,42,284.59
3,7,45,243.34
4,1,18,99.76
28,43,27,153.27
2,28,7,20.63
21,36,49,241.79
1,48,27,100.91
46,33,5,68.37
1,48,18,58.22
32,18,30,202.36
43,16,5,82.38
2,13,48,236.24
18,10,40,236.77
22,45,35,162.40
45,44,5,80.29
49,39,5,56.65
15,32,26,115.56
6,46,24,86.98
5,5,41,193.38
34,17,9,89.41
29,23,42,228.64
30,7,32,204.87
1,16,8,34.22
45,29,5,88.61
5,39,22,76.91
41,48,1,40.64
46,17,32,223.17
18,41,10,57.01
49,18,45,301.81
4,3,49,253.59
14,19,42,222.04
11,46,49,239.02
43,25,37,248.22
41,33,41,280.25
22,42,34,157.18
15,32,11,45.38
13,5,28,154.52
46,5,24,192.92
47,28,32,222.30
48,33,21,187.94
31,3,3,67.52
15,28,7,31.16
43,2,19,179.58
6,13,31,139.45
44,49,28,171.94
14,35,23,126.06
31,9,49,306.72
5,2,47,236.13
30,38,6,59.88
43,28,48,287.57
16,3,25,167.11
22,27,30,149.43
25,22,33,203.35
29,32,45,241.16
10,27,9,41.36
34,28,37,233.11
41,9,48,307.89
39,24,47,282.19
5,27,18,74.70
33,14,27,194.61
21,24,17,97.84
28,43,32,166.52
36,29,23,148.49
39,10,26,201.61
5,10,45,238.53
33,40,39,207.59
4,36,4,-0.06
32,4,36,234.40
16,5,18,115.45
25,24,20,123.32
13,2,13,94.87
31,24,47,287.18
34,30,3,64.58
29,21,46,263.59
9,21,13,74.58
2,47,24,84.31
38,6,1,71.51
16,25,6,25.65
36,31,20,125.25
12,36,12,51.60
15,22,45,247.81
28,6,44,256.00
41,39,26,187.52
8,41,44,203.78
19,47,30,159.23
46,27,36,235.32
40,11,45,288.43
45,7,23,205.33
25,43,5,42.40
11,39,2,6.72
36,46,44,231.41
38,25,35,211.06
20,13,5,57.62
1,19,49,224.70
23,1,20,135.51
36,6,17,163.74
17,1,4,56.85
14,48,17,66.94
22,41,40,221.30
47,25,13,140.16
12,17,33,184.53
33,4,1,68.51
32,16,29,189.17
24,44,14,66.18
5,10,27,145.57
30,28,38,234.03
20,48,10,31.98
14,21,25,126.72
46,24,19,158.27
40,40,16,129.67
14,32,17,74.36
35,3,45,293.53
31,45,17,94.59
32,44,4,39.82
30,2,4,81.36
21,18,10,90.17
37,22,9,98.07
24,45,18,99.04
10,43,8,16.29
15,23,18,94.16
22,26,1,11.21
11,6,18,106.55
9,32,21,90.79
5,16,41,198.07
31,4,29,202.58
15,39,45,208.38
30,19,20,124.35
10,23,3,14.60
14,40,10,49.54
23,37,29,165.12
21,30,37,192.83
43,49,14,109.02
24,18,47,274.78
10,37,25,119.49
9,41,11,25.97
26,22,32,180.67
9,30,24,112.11
34,42,16,126.71
36,19,41,257.73
33,4,6,89.55
24,10,9,84.22
28,44,24,124.66
16,1,44,260.30
49,34,45,279.27
2,49,2,-39.56
6,21,16,62.52
19,4,37,213.36
43,11,17,152.63
19,14,25,138.30
45,28,4,72.76
29,38,49,281.29
3,9,46,223.53
41,49,16,107.72
11,26,37,191.16
29,1,29,214.06
6,37,49,242.19
3,4,4,23.11
5,3,49,242.99
7,18,46,233.08
13,29,28,133.80
13,18,34,183.52
42,12,25,205.03
40,10,21,173.49
13,29,5,26.03
11,25,12,50.78
16,2,23,137.97
9,45,11,33.39
13,2,13,71.82
8,10,27,127.15
16,10,29,161.29
12,24,34,174.74
21,38,43,207.96
36,31,45,247.60
4,6,20,122.80
46,27,3,71.12
15,19,42,209.90
48,42,39,250.33
44,47,6,76.92
24,38,36,214.03
41,17,9,105.53
17,48,44,211.42
1,6,32,160.85
5,30,48,220.73
3,23,49,226.08
27,33,30,152.83
4,5,45,224.43
25,45,5,18.34
10,23,49,237.12
4,5,27,111.91
26,25,19,125.64
6,28,23,111.83
35,30,21,154.48
30,35,11,87.76
43,22,13,114.18
47,21,39,278.14
49,2,34,271.86
34,42,41,218.80
4,48,30,113.25
8,31,2,8.29
1,13,9,37.67
34,8,21,168.18
32,49,47,245.02
8,36,16,60.57
44,39,48,279.76
21,11,39,237.79
39,46,43,244.55
18,42,35,167.85
37,34,39,220.11
36,10,15,116.57
32,19,19,134.00
3,4,37,187.13
23,15,49,272.39
2,18,45,197.58
40,36,12,123.02
25,15,14,111.22
5,33,17,64.66
3,6,15,88.32
19,42,7,35.69
10,11,34,193.00
40,19,20,173.82
32,44,6,43.54
20,3,21,137.91
37,6,48,301.11
44,45,24,160.37
23,20,11,85.54
7,35,6,-2.99
40,30,22,161.20
4,22,37,186.45
38,37,3,46.43
8,30,26,129.76
46,10,47,304.84
2,17,48,236.82
3,14,9,32.44
21,30,23,138.14
23,8,21,144.10
44,14,21,177.21
7,26,29,137.09
6,5,15,71.91
9,47,49,212.64
40,2,35,254.29
42,48,1,19.16
6,19,35,170.85
37,41,8,72.43
20,45,37,171.12
9,29,20,92.22
21,10,36,229.47
21,33,47,236.33
15,13,4,25.24
47,27,16,127.60
31,46,4,33.30
1,47,40,184.47
29,12,34,219.25
26,29,28,156.61
35,22,12,108.20
45,5,3,88.93
13,5,47,260.00
36,41,16,114.68
43,23,34,234.07
22,49,21,80.10
25,23,31,170.87
11,21,32,155.96
2,8,17,89.38
23,2,6,87.01
18,42,27,134.98
33,49,30,143.16
46,1,14,154.53
30,3,4,74.91
17,2,28,171.50
5,35,46,204.45
35,27,27,172.44
33,28,41,241.73
38,25,22,152.83
44,31,46,285.17
17,10,26,176.35
34,21,4,50.97
12,28,35,155.90
13,40,15,76.40
32,44,8,63.01
34,38,40,212.59
31,17,18,135.76
16,14,37,210.25
22,43,32,168.30
40,16,49,311.80
35,21,45,287.60
11,37,35,163.75
4,22,42,201.48
19,49,29,157.26
9,4,23,130.79
12,20,46,222.63
14,43,4,25.24
4,23,47,210.19
33,43,35,208.84
29,25,41,249.04
44,44,34,207.57
7,6,49,249.49
46,36,36,239.33
18,39,16,77.58
24,40,8,64.87
12,48,44,200.84
41,43,44,259.87
12,44,1,2.62
4,14,32,138.59
45,41,30,218.58
44,6,9,120.82
1,19,10,19.31
25,5,43,259.32
17,40,1,-5.43
37,36,5,75.86
29,15,46,274.19
40,33,29,185.04
26,13,31,190.39
22,45,36,179.88
42,39,8,99.08
47,21,44,294.64
41,44,47,275.83
46,45,13,110.09
46,13,43,293.64
34,7,45,268.33
9,27,9,36.15
21,28,2,10.76
24,1,49,281.65
16,9,13,84.57
14,4,30,174.84
31,20,23,152.81
21,35,25,143.87
45,43,33,220.87
18,43,22,104.64
46,39,37,237.17
45,26,20,161.75
44,21,16,131.54
27,13,26,171.96
42,29,10,116.21
38,37,28,194.42
32,45,17,111.53
7,45,5,-11.45
33,38,3,52.68
22,24,46,239.60
38,24,18,123.19
44,5,40,259.51
24,34,13,84.85
8,4,28,139.98
22,49,23,115.61
40,10,43,305.58
24,41,24,126.18
18,2,43,247.88
48,48,44,293.87
25,2,2,70.39
27,37,33,178.67
33,10,1,47.50
14,3,27,151.77
38,17,7,76.88
38,38,48,280.82
6,38,23,75.01
34,22,10,84.79
6,41,19,62.61
34,12,20,157.66
49,49,13,127.25
21,23,46,241.49
38,49,10,88.93
23,37,23,121.10
36,36,1,17.05
4,45,23,66.25
21,7,20,151.44
20,10,2,47.28
36,1,43,268.54
19,41,21,85.53
40,22,29,189.17
2,35,32,126.51
7,39,22,97.93
8,45,44,187.27
37,40,35,201.61
48,6,49,322.15
49,44,44,287.53
16,18,40,202.18
21,17,2,22.16
46,44,26,173.34
15,22,5,21.64
19,11,14,82.13
9,3,44,249.63
35,1,13,147.68
24,17,12,98.45
33,36,27,172.98
45,46,28,189.01
16,29,35,183.27
17,22,9,53.60
7,7,7,41.90
23,3,28,189.42
16,14,25,152.85
42,26,7,84.69
8,36,27,107.05
3,44,10,28.30
32,33,36,226.87
30,36,33,197.40
30,17,26,183.43
47,20,44,288.35
45,19,9,105.52
6,26,3,3.53
36,44,22,115.78
39,23,9,94.70
37,26,13,121.91
2,46,29,106.32
11,30,26,119.20
43,48,35,207.64
43,23,34,243.88
46,30,49,310.96
37,26,10,74.35
29,39,22,138.42
49,5,9,144.25
40,22,27,190.87
23,49,42,193.60
4,17,30,113.79
7,44,20,67.59
6,46,32,128.23
34,31,48,282.75
29,31,7,73.21
40,19,41,261.45
30,40,41,228.10
40,3,35,240.68
18,41,33,163.84
43,5,20,183.85
33,2,26,205.56
36,40,4,58.82
10,40,30,128.42
33,14,5,59.17
31,29,7,68.23
26,15,24,159.98
34,29,30,183.50
15,25,4,21.97
14,14,24,135.40
38,6,1,86.23
29,45,47,252.83
16,1,44,246.39
28,30,20,116.26
21,15,49,257.05
35,19,23,163.05
12,8,21,111.10
4,28,46,207.70
27,13,1,46.00
25,29,42,232.09
1,13,19,71.08
24,22,11,78.23
49,39,48,292.85
4,16,4,0.22
35,37,20,121.26
45,33,44,276.11
44,20,2,71.68
28,43,9,60.55
30,31,37,191.58
28,28,3,40.14
42,7,4,92.71
12,29,2,18.35
1,46,7,-4.60
26,30,5,59.73
10,43,47,214.19
8,11,25,139.02
4,10,36,167.36
27,37,44,245.68
37,19,7,92.03
5,7,35,162.30
8,49,14,40.87
39,8,10,126.46
30,43,9,83.02
11,48,41,189.83
43,11,49,322.05
2,39,42,166.90
3,39,1,-27.66
17,44,29,144.73
24,5,49,297.59
38,12,40,273.22
38,29,22,155.51
25,26,14,91.22
3,17,14,62.10
18,22,4,46.03
13,20,35,169.02
21,40,48,247.58
22,34,23,112.58
13,23,18,94.76
45,27,9,115.38
30,4,1,69.24
25,10,21,140.64
1,28,12,55.98
40,39,36,227.21
17,39,47,211.44
3,32,26,113.64
39,21,37,234.71
7,43,46,211.84
42,15,3,91.39
3,36,47,211.13
18,36,36,179.18
6,41,44,169.30
15,27,41,205.43
41,26,8,102.17
45,22,47,297.81
14,40,1,-24.13
3,19,42,195.16
28,38,12,66.64
17,30,16,79.81
26,9,22,144.59
35,21,20,139.90
21,49,26,137.30
45,6,7,121.25
13,16,21,112.98
26,5,19,133.89
36,2,13,128.50
26,1,30,192.69
37,29,13,118.84
17,49,8,28.15
49,1,17,184.02
41,21,33,222.82
12,44,45,201.90
42,47,24,150.92
28,45,40,227.90
5,9,41,216.62
45,40,2,62.43
10,38,25,122.68
5,13,16,67.21
14,13,35,183.76
24,40,22,121.90
6,46,30,120.83
44,17,24,191.89
1,1,8,36.06
30,26,26,163.75
49,37,32,244.35
26,24,32,175.58
25,27,3,42.12
27,34,45,248.16
5,20,21,101.31
4,19,3,6.64
16,13,5,35.06
34,44,24,148.82
34,10,12,126.53
44,47,24,151.51
8,20,7,23.17
25,28,4,40.04
12,32,1,1.57
45,48,48,272.96
46,36,27,191.76
15,49,28,116.76
2,5,49,225.28
8,45,31,116.82
23,44,5,38.29
38,36,15,129.32
1,43,47,200.41
2,5,41,195.80
48,3,16,178.29
20,8,4,48.78
46,11,17,152.34
35,11,48,310.39
33,15,32,200.20
32,32,39,227.45
40,41,10,89.40
33,36,39,218.51
7,38,9,35.95
3,16,32,147.97
44,42,43,249.29
7,18,6,34.82
6,46,37,149.72
10,5,16,94.89
5,15,22,96.35
32,43,48,233.47
22,7,36,214.69
17,6,49,267.89
27,4,32,220.74
48,7,6,113.57
45,46,47,286.77
3,35,34,155.69
7,21,4,-4.67
4,3,23,123.82
42,45,44,246.20
32,24,36,204.68
22,28,1,13.09
1,1,13,59.32
8,6,17,103.01
24,44,36,188.85
29,10,42,251.84
40,28,33,204.06
45,49,29,174.19
29,32,41,229.72
49,9,28,241.82
49,19,38,276.48
47,34,35,229.14
10,17,9,40.50
7,43,7,-3.95
34,49,9,61.44
39,19,44,280.86
6,47,9,10.53
29,33,24,145.54
21,30,26,144.47
16,1,43,252.14
2,36,38,152.63
20,23,36,202.16
40,3,30,244.70
10,17,29,156.87
22,36,24,118.01
38,22,35,238.40
41,49,23,153.29
46,35,42,266.29
26,27,9,62.61
35,32,28,169.62
34,37,7,57.31
49,42,17,143.37
25,43,28,135.53
46,36,2,68.31
21,35,10,38.97
18,17,12,79.16
17,41,23,97.39
32,7,24,188.72
48,2,12,157.86
39,20,11,101.54
1,9,6,6.76
11,40,1,-11.60
19,40,12,67.07
42,34,30,194.84
31,22,6,69.59
11,32,42,197.02
30,41,27,159.11
12,18,12,59.36
39,39,37,223.05
14,11,29,162.67
6,38,8,25.75
31,46,37,204.31
16,25,9,66.84
6,45,32,134.33
17,33,44,211.90
1,37,11,15.55
9,35,19,67.26
4,25,37,179.09
30,29,42,242.21
46,46,36,236.52
43,27,16,139.19
33,24,14,135.76
44,10,2,104.09
17,45,21,89.50
16,39,31,145.52
18,17,19,106.68
33,11,25,171.56
38,2,12,133.96
43,12,23,190.81
49,39,4,86.84
10,23,26,124.89
10,14,19,103.57
2,16,48,228.52
6,12,4,18.56
21,8,2,31.95
25,35,5,16.07
8,13,5,18.37
28,16,10,98.17
48,39,11,124.00
39,3,49,309.96
19,13,49,259.87
35,8,11,99.57
11,40,4,-1.00
40,44,30,203.27
43,20,7,95.52
22,44,1,7.80
27,43,17,97.03
2,28,28,124.07
41,42,9,79.87
23,37,36,193.99
4,39,28,108.79
34,12,30,185.34
41,12,30,234.64
10,1,13,85.94
35,34,45,252.15
27,31,14,77.97
3,40,33,122.42
18,37,1,11.34
20,7,19,119.37
44,27,12,115.47
1,32,22,74.49
17,16,17,107.21
29,24,12,102.26
31,39,3,31.34
23,17,45,235.08
45,5,36,261.49
44,25,39,238.54
32,34,16,123.11
4,42,27,103.97
4,42,33,135.14
24,4,24,160.42
15,39,8,31.64
18,5,4,37.89
38,17,27,183.55
18,9,37,210.90
19,34,23,129.04
8,36,42,193.38
41,18,37,244.34
40,22,24,180.97
40,13,36,255.66
16,41,12,63.53
26,17,12,86.92
4,20,39,193.21
22,45,38,193.06
42,28,31,211.11
14,33,49,250.87
33,22,23,160.49
47,7,20,185.47
18,37,19,92.87
39,17,27,214.11
18,34,2,14.88
4,27,36,171.88
20,40,48,243.60
17,8,3,38.11
9,22,44,217.62
35,27,48,302.51
32,10,29,197.62
30,39,9,72.01
24,31,28,160.33
41,9,20,179.66
29,1,18,142.81
8,28,6,-1.98
44,2,20,178.93
9,8,13,60.32
33,46,15,107.48
38,29,6,62.83
35,22,36,237.44
40,22,24,173.32
10,14,11,47.33
21,12,38,215.25
46,6,37,274.28
38,39,24,162.39
34,31,3,49.71
49,42,19,152.28
49,30,21,171.38
42,32,30,197.28
21,44,43,212.47
28,22,45,271.74
29,20,34,207.95
43,18,48,323.01
2,19,42,196.36
43,13,21,191.45
45,28,17,134.41
34,41,20,118.30
27,33,41,239.70
6,16,24,109.75
5,21,48,240.40
34,31,6,53.34
38,9,38,261.58
20,9,10,72.56
14,23,25,124.52
4,3,22,122.74
49,20,26,195.84
47,15,11,107.23
6,21,23,102.68
27,4,40,260.10
12,15,26,139.07
22,34,38,196.77
32,30,37,218.28
4,14,44,203.76
24,37,18,88.51
14,39,6,-8.96
13,29,3,22.73
45,40,36,215.48
5,47,15,43.78
19,35,22,127.66
16,1,34,213.42
30,41,44,217.97
7,19,17,90.68
49,29,3,83.60
37,45,26,145.07
9,21,24,122.58
31,33,48,272.40
40,2,45,307.03
36,43,9,53.81
45,44,6,73.55
40,9,33,253.10
10,42,48,209.57
16,8,19,116.37
35,4,28,194.85
6,23,7,19.05
5,10,41,208.17
17,30,2,12.96
47,16,42,304.23
9,19,34,166.06
5,45,5,-8.75
11,35,38,181.26
44,7,41,298.19
33,44,41,226.51
30,42,46,245.65
49,22,24,187.37
22,28,20,140.19
34,23,36,210.57
41,8,10,128.61
8,9,22,116.62
11,10,28,145.20
7,37,18,65.39
31,40,36,193.60
48,22,16,167.48
5,38,39,178.93
30,3,38,230.99
44,27,13,117.45
5,10,19,95.99
45,41,38,245.94
14,16,19,113.03
14,18,42,229.11
12,34,29,143.57
49,43,41,245.25
37,48,39,210.01
22,36,19,107.80
5,40,7,-0.23
12,5,37,199.30
2,29,25,106.07
35,44,45,244.80
13,21,11,48.46
46,15,21,174.98
15,40,10,16.32
27,40,9,60.49
14,38,17,95.51
20,23,9,57.59
38,35,19,122.57
15,30,8,27.04
45,24,45,278.64
8,1,48,245.64
48,20,36,248.59
26,30,6,46.37
29,12,47,273.72
10,8,10,62.40
6,12,27,125.62
15,26,44,223.45
2,37,6,-20.32
46,10,34,243.78
30,44,26,155.01
19,14,10,68.23
10,12,43,232.62
1,15,49,227.70
25,16,29,172.98
17,11,35,197.40
30,42,14,79.26
37,22,7,73.27
13,9,10,74.71
16,29,28,142.16
46,35,47,299.82
33,30,24,159.55
26,30,34,192.38
32,44,48,244.22
48,32,35,244.76
36,12,37,261.12
5,11,35,171.31
27,9,42,266.13
21,22,48,263.53
44,41,41,242.72
27,27,13,92.92
10,6,5,51.24
7,37,43,181.32
4,15,14,60.27
6,40,9,23.02
41,21,38,253.36
35,24,14,116.50
19,26,7,48.42
49,17,15,145.26
42,3,20,191.59
41,25,12,122.03
34,3,19,154.15
39,3,20,153.18
3,17,21,79.49
14,11,46,244.06
43,7,15,158.34
24,21,2,35.60
36,24,6,100.53
24,9,8,92.03
43,25,11,111.74
32,16,42,242.48
45,33,44,284.94
33,42,41,225.09
19,33,30,168.00
41,47,8,80.27
44,17,38,256.36
38,3,35,228.47
9,31,48,226.85
29,15,17,123.63
8,9,32,164.17
34,25,23,139.42
24,45,29,150.17
43,46,4,63.50
48,25,14,135.75
38,24,14,130.75
48,37,12,105.35
4,31,13,30.29
27,35,22,125.94
35,37,27,161.41
38,19,23,206.55
12,11,13,77.80
24,8,34,219.84
41,26,41,246.14
29,48,19,77.13
14,39,39,182.42
41,48,41,231.00
21,46,34,158.00
9,40,13,30.31
25,4,8,98.31
22,10,45,262.92
22,29,4,27.19
33,38,23,137.38
41,24,13,140.10
30,13,44,283.92
27,10,46,252.90
38,31,41,251.59
28,3,9,90.54
26,8,8,83.57
24,44,45,235.70
4,49,26,77.76
27,41,21,120.50
21,14,24,137.50
8,45,29,125.74
5,11,29,153.65
32,17,6,63.70
38,5,9,119.87
41,29,36,238.16
7,45,10,18.46
33,21,20,148.92
38,1,24,202.13
25,24,18,110.78
47,49,45,260.83
33,40,32,179.51
24,14,18,115.36
25,17,19,117.52
24,3,24,158.28
2,6,10,50.34
5,22,42,180.91
20,18,12,82.05
26,35,18,105.89
28,17,22,132.23
23,27,4,50.11
42,37,25,183.50
44,25,6,99.74
9,38,25,109.89
32,48,14,90.44
41,49,25,143.02
49,36,20,170.99
42,31,39,260.88
24,31,33,174.70
23,4,28,181.45
10,43,7,-8.89
25,7,40,243.86
41,30,47,293.37
19,5,31,207.79
4,30,26,116.33
41,30,15,124.52
49,7,13,142.28
32,18,14,120.46
24,30,31,183.28
4,29,42,164.86
29,31,5,54.65
17,40,10,38.97
2,36,4,-18.64
16,9,41,219.63
2,24,27,96.95
18,33,39,220.27
28,7,26,166.04
3,27,38,190.75
20,24,3,40.84
24,47,37,186.05
34,44,38,207.73
11,41,40,180.78
27,15,23,166.14
6,28,41,198.29
5,28,1,-12.30
38,8,7,93.77
45,35,20,146.33
24,49,3,8.78
44,31,43,266.26
10,16,44,243.29
20,18,15,109.13
21,21,35,206.82
10,29,18,87.48
5,25,48,226.98
17,1,45,243.16
24,45,37,194.69
4,45,13,42.48
14,32,2,-0.34
22,42,49,239.84
6,40,2,-11.20
17,42,44,219.99
17,16,16,87.61
39,5,17,164.91
34,42,40,231.63
2,35,2,-10.44
48,36,19,148.89
41,24,45,278.21
45,25,36,236.92
14,16,47,245.72
49,47,14,121.26
22,26,20,121.14
40,7,38,262.08
18,11,33,185.60
15,33,44,216.15
48,36,42,260.51
12,29,37,183.25
14,49,2,-24.18
38,27,4,68.02
28,38,18,119.41
31,44,13,79.46
20,5,17,119.43
27,20,21,136.34
39,39,37,207.97
41,44,16,125.42
39,1,42,278.27
31,16,31,205.29
46,20,33,263.75
41,33,16,130.71
18,8,4,67.51
6,18,49,257.08
12,22,32,143.73
6,19,19,70.52
1,6,15,57.22
10,34,45,209.18
42,44,12,88.89
33,40,7,42.76
37,31,28,180.81
13,23,37,183.73
39,5,37,268.86
36,3,28,204.61
36,11,3,96.14
20,33,47,234.85
9,23,12,56.47
21,43,18,99.21
45,22,9,123.19
31,38,36,200.32
14,47,33,147.20
42,27,21,168.31
20,2,42,246.66
43,43,47,273.85
18,23,12,83.05
24,15,47,280.00
32,27,6,55.66
27,49,31,166.00
13,2,35,205.93
11,45,29,124.68
30,37,16,112.89
25,7,46,266.52
5,20,25,124.02
48,38,49,295.59
32,24,34,208.86
15,44,34,152.95
3,29,44,202.50
18,18,45,224.65
36,47,30,165.26
10,1,32,182.34
38,26,46,279.84
10,22,28,127.44
41,5,47,301.57
44,5,17,169.99
46,47,34,212.46
47,12,19,191.12
27,32,32,174.51
45,46,1,51.61
6,25,30,137.22
34,28,30,211.71
19,1,22,152.63
2,44,36,133.69
12,16,27,141.55
1,16,25,117.67
16,40,18,88.75
43,39,31,201.82
5,5,1,13.35
22,46,36,174.53
16,36,45,219.88
41,24,20,166.75
33,26,35,237.65
6,43,14,35.95
34,6,5,80.63
34,24,2,49.85
36,5,2,70.94
16,22,49,251.68
5,5,33,158.89
36,21,3,65.08
32,21,10,89.34
11,44,48,204.89
44,25,5,77.73
21,18,4,53.53
12,47,11,41.50
22,7,35,212.61
26,8,23,156.45
28,15,18,130.51
5,1,35,189.41
21,15,24,141.23
28,46,45,237.70
17,6,36,210.49
47,33,14,124.58
41,1,4,93.79
46,3,10,149.05
37,36,3,37.84
35,13,1,79.06
36,36,28,152.46
49,24,39,242.62
36,16,7,90.02
36,49,41,250.97
40,3,19,178.38
40,15,4,83.51
21,5,9,84.07
17,28,27,156.90
12,38,16,73.28
42,20,39,256.67
39,31,18,134.53
2,30,35,150.76
22,37,49,241.66
10,34,15,62.75
3,12,6,17.14
30,43,16,100.59
25,27,7,61.26
12,22,11,35.33
14,20,31,174.58
1,15,1,-0.01
32,4,9,126.66
36,38,41,247.76
21,5,24,161.51
23,26,29,163.51
16,15,49,250.86
14,11,9,56.28
37,3,15,152.74
43,5,21,171.29
44,31,20,155.93
46,33,47,293.90
41,20,13,114.03
45,38,47,287.22
44,33,42,273.34
9,40,6,5.25
43,43,2,43.89
37,41,33,212.51
42,19,33,205.13
